4 digit NTD ID,Year,w_cty,h_cty,Modes,Sum of Total no of jobs,Average of Avg(Trip_Count)
2187,2016,36055,36043,MB,2691304,648153.0399999999
2183,2016,36055,36045,DR,5122524,648153.0399999999
2187,2016,36055,36045,MB,5122524,648153.0399999999
2183,2016,36055,36047,DR,10652136,648153.0399999999
2187,2016,36055,36047,MB,10652136,648153.0399999999
2183,2016,36055,36049,DR,1176032,648153.0399999999
2187,2016,36055,36049,MB,1176032,648153.0399999999
2183,2016,36055,36051,DR,110614856,648153.0399999999
2187,2016,36055,36051,MB,110614856,648153.0399999999
2183,2016,36055,36053,DR,8684544,648153.0399999999
2187,2016,36055,36053,MB,8684544,648153.0399999999
2183,2016,36055,36057,DR,2205060,648153.0399999999
2187,2016,36055,36057,MB,2205060,648153.0399999999
2183,2016,36055,36059,DR,9668340,648153.0399999999
2187,2016,36055,36059,MB,9668340,648153.0399999999
2183,2016,36055,36061,DR,7191888,648153.0399999999
2187,2016,36055,36061,MB,7191888,648153.0399999999
2183,2016,36055,36063,DR,29853120,648153.0399999999
2187,2016,36055,36063,MB,29853120,648153.0399999999
2183,2016,36055,36065,DR,9939732,648153.0399999999
2187,2016,36055,36065,MB,9939732,648153.0399999999
2183,2016,36055,36067,DR,70561920,648153.0399999999
2187,2016,36055,36067,MB,70561920,648153.0399999999
2183,2016,36055,36069,DR,171417972,648153.0399999999
2187,2016,36055,36069,MB,171417972,648153.0399999999
2183,2016,36055,36071,DR,5133832,648153.0399999999
2187,2016,36055,36071,MB,5133832,648153.0399999999
2183,2016,36055,36073,DR,55216964,648153.0399999999
2187,2016,36055,36073,MB,55216964,648153.0399999999
2183,2016,36055,36075,DR,16159132,648153.0399999999
2187,2016,36055,36075,MB,16159132,648153.0399999999
2183,2016,36055,36077,DR,1526580,648153.0399999999
2187,2016,36055,36077,MB,1526580,648153.0399999999
2183,2016,36055,36079,DR,1006412,648153.0399999999
2187,2016,36055,36079,MB,1006412,648153.0399999999
2183,2016,36055,36081,DR,7451972,648153.0399999999
2187,2016,36055,36081,MB,7451972,648153.0399999999
2183,2016,36055,36083,DR,5733156,648153.0399999999
2187,2016,36055,36083,MB,5733156,648153.0399999999
2183,2016,36055,36085,DR,1650968,648153.0399999999
2187,2016,36055,36085,MB,1650968,648153.0399999999
2183,2016,36055,36087,DR,2046748,648153.0399999999
2187,2016,36055,36087,MB,2046748,648153.0399999999
2183,2016,36055,36089,DR,4602356,648153.0399999999
2187,2016,36055,36089,MB,4602356,648153.0399999999
2183,2016,36055,36091,DR,8333996,648153.0399999999
2187,2016,36055,36091,MB,8333996,648153.0399999999
2183,2016,36055,36093,DR,5733156,648153.0399999999
2187,2016,36055,36093,MB,5733156,648153.0399999999
2183,2016,36055,36095,DR,712404,648153.0399999999
2187,2016,36055,36095,MB,712404,648153.0399999999
2183,2016,36055,36097,DR,2532992,648153.0399999999
2187,2016,36055,36097,MB,2532992,648153.0399999999
2183,2016,36055,36099,DR,3279320,648153.0399999999
2187,2016,36055,36099,MB,3279320,648153.0399999999
2183,2016,36055,36101,DR,25669160,648153.0399999999
2187,2016,36055,36101,MB,25669160,648153.0399999999
2183,2016,36055,36103,DR,12201332,648153.0399999999
2187,2016,36055,36103,MB,12201332,648153.0399999999
2183,2016,36055,36105,DR,1967592,648153.0399999999
2187,2016,36055,36105,MB,1967592,648153.0399999999
2183,2016,36055,36107,DR,4975520,648153.0399999999
2187,2016,36055,36107,MB,4975520,648153.0399999999
2183,2016,36055,36109,DR,8831548,648153.0399999999
2187,2016,36055,36109,MB,8831548,648153.0399999999
2183,2016,36055,36111,DR,2374680,648153.0399999999
2187,2016,36055,36111,MB,2374680,648153.0399999999
2183,2016,36055,36113,DR,2906156,648153.0399999999
2187,2016,36055,36113,MB,2906156,648153.0399999999
2183,2016,36055,36115,DR,3053160,648153.0399999999
2187,2016,36055,36115,MB,3053160,648153.0399999999
2183,2016,36055,36117,DR,182986056,648153.0399999999
2187,2016,36055,36117,MB,182986056,648153.0399999999
2183,2016,36055,36119,DR,8548848,648153.0399999999
2187,2016,36055,36119,MB,8548848,648153.0399999999
2183,2016,36055,36121,DR,22706464,648153.0399999999
2187,2016,36055,36121,MB,22706464,648153.0399999999
2183,2016,36055,36123,DR,6536024,648153.0399999999
2187,2016,36055,36123,MB,6536024,648153.0399999999
2183,2017,36055,36001,DR,12144792,648153.0399999999
2187,2017,36055,36001,MB,12144792,648153.0399999999
2183,2017,36055,36003,DR,5506996,648153.0399999999
2187,2017,36055,36003,MB,5506996,648153.0399999999
2183,2017,36055,36005,DR,5122524,648153.0399999999
2187,2017,36055,36005,MB,5122524,648153.0399999999
2183,2017,36055,36007,DR,18115416,648153.0399999999
2187,2017,36055,36007,MB,18115416,648153.0399999999
2183,2017,36055,36009,DR,8435768,648153.0399999999
2187,2017,36055,36009,MB,8435768,648153.0399999999
2183,2017,36055,36011,DR,14293312,648153.0399999999
2187,2017,36055,36011,MB,14293312,648153.0399999999
2183,2017,36055,36013,DR,11025300,648153.0399999999
2187,2017,36055,36013,MB,11025300,648153.0399999999
2183,2017,36055,36015,DR,12133484,648153.0399999999
2187,2017,36055,36015,MB,12133484,648153.0399999999
2183,2017,36055,36017,DR,4455352,648153.0399999999
2187,2017,36055,36017,MB,4455352,648153.0399999999
2183,2017,36055,36019,DR,3415016,648153.0399999999
2187,2017,36055,36019,MB,3415016,648153.0399999999
2183,2017,36055,36021,DR,1413500,648153.0399999999
2187,2017,36055,36021,MB,1413500,648153.0399999999
2183,2017,36055,36023,DR,4738052,648153.0399999999
2187,2017,36055,36023,MB,4738052,648153.0399999999
2183,2017,36055,36025,DR,1209956,648153.0399999999
2187,2017,36055,36025,MB,1209956,648153.0399999999
2183,2017,36055,36027,DR,3494172,648153.0399999999
2187,2017,36055,36027,MB,3494172,648153.0399999999
2183,2017,36055,36029,DR,121888932,648153.0399999999
2187,2017,36055,36029,MB,121888932,648153.0399999999
2183,2017,36055,36031,DR,1752740,648153.0399999999
2187,2017,36055,36031,MB,1752740,648153.0399999999
2183,2017,36055,36033,DR,2114596,648153.0399999999
2187,2017,36055,36033,MB,2114596,648153.0399999999
2183,2017,36055,36035,DR,2261600,648153.0399999999
2187,2017,36055,36035,MB,2261600,648153.0399999999
2183,2017,36055,36037,DR,64579988,648153.0399999999
2187,2017,36055,36037,MB,64579988,648153.0399999999
2183,2017,36055,36039,DR,1062952,648153.0399999999
2187,2017,36055,36039,MB,1062952,648153.0399999999
2183,2017,36055,36041,DR,226160,648153.0399999999
2187,2017,36055,36041,MB,226160,648153.0399999999
2183,2017,36055,36043,DR,2623456,648153.0399999999
2187,2017,36055,36043,MB,2623456,648153.0399999999
2183,2017,36055,36045,DR,4930288,648153.0399999999
2187,2017,36055,36045,MB,4930288,648153.0399999999
2183,2017,36055,36047,DR,11466312,648153.0399999999
2187,2017,36055,36047,MB,11466312,648153.0399999999
2183,2017,36055,36049,DR,915948,648153.0399999999
2187,2017,36055,36049,MB,915948,648153.0399999999
2183,2017,36055,36051,DR,111236796,648153.0399999999
2187,2017,36055,36051,MB,111236796,648153.0399999999
2183,2017,36055,36053,DR,8062604,648153.0399999999
2187,2017,36055,36053,MB,8062604,648153.0399999999
2183,2017,36055,36057,DR,2306832,648153.0399999999
2187,2017,36055,36057,MB,2306832,648153.0399999999
2183,2017,36055,36059,DR,10799140,648153.0399999999
2187,2017,36055,36059,MB,10799140,648153.0399999999
2183,2017,36055,36061,DR,10459900,648153.0399999999
2187,2017,36055,36061,MB,10459900,648153.0399999999
2183,2017,36055,36063,DR,29762656,648153.0399999999
2187,2017,36055,36063,MB,29762656,648153.0399999999
2183,2017,36055,36065,DR,9736188,648153.0399999999
2187,2017,36055,36065,MB,9736188,648153.0399999999
2183,2017,36055,36067,DR,69510276,648153.0399999999
2187,2017,36055,36067,MB,69510276,648153.0399999999
2183,2017,36055,36069,DR,173408180,648153.0399999999
2187,2017,36055,36069,MB,173408180,648153.0399999999
2183,2017,36055,36071,DR,5755772,648153.0399999999
2187,2017,36055,36071,MB,5755772,648153.0399999999
2183,2017,36055,36073,DR,57207172,648153.0399999999
2187,2017,36055,36073,MB,57207172,648153.0399999999
2183,2017,36055,36075,DR,15277108,648153.0399999999
2187,2017,36055,36075,MB,15277108,648153.0399999999
2183,2017,36055,36077,DR,1232572,648153.0399999999
2187,2017,36055,36077,MB,1232572,648153.0399999999
2183,2017,36055,36079,DR,757636,648153.0399999999
2187,2017,36055,36079,MB,757636,648153.0399999999
2183,2017,36055,36081,DR,9408256,648153.0399999999
2187,2017,36055,36081,MB,9408256,648153.0399999999
2183,2017,36055,36083,DR,5936700,648153.0399999999
2187,2017,36055,36083,MB,5936700,648153.0399999999
2183,2017,36055,36085,DR,1764048,648153.0399999999
2187,2017,36055,36085,MB,1764048,648153.0399999999
2183,2017,36055,36087,DR,2272908,648153.0399999999
2187,2017,36055,36087,MB,2272908,648153.0399999999
2183,2017,36055,36089,DR,4851132,648153.0399999999
2187,2017,36055,36089,MB,4851132,648153.0399999999
2183,2017,36055,36091,DR,8899396,648153.0399999999
2187,2017,36055,36091,MB,8899396,648153.0399999999
2183,2017,36055,36093,DR,6151552,648153.0399999999
2187,2017,36055,36093,MB,6151552,648153.0399999999
2183,2017,36055,36095,DR,621940,648153.0399999999
2187,2017,36055,36095,MB,621940,648153.0399999999
2183,2017,36055,36097,DR,2555608,648153.0399999999
2187,2017,36055,36097,MB,2555608,648153.0399999999
2183,2017,36055,36099,DR,3584636,648153.0399999999
2187,2017,36055,36099,MB,3584636,648153.0399999999
2183,2017,36055,36101,DR,26064940,648153.0399999999
2187,2017,36055,36101,MB,26064940,648153.0399999999
2183,2017,36055,36103,DR,13818376,648153.0399999999
2187,2017,36055,36103,MB,13818376,648153.0399999999
2183,2017,36055,36105,DR,1809280,648153.0399999999
2187,2017,36055,36105,MB,1809280,648153.0399999999
2183,2017,36055,36107,DR,4432736,648153.0399999999
2187,2017,36055,36107,MB,4432736,648153.0399999999
2183,2017,36055,36109,DR,9069016,648153.0399999999
2187,2017,36055,36109,MB,9069016,648153.0399999999
2183,2017,36055,36111,DR,2691304,648153.0399999999
2187,2017,36055,36111,MB,2691304,648153.0399999999
2183,2017,36055,36113,DR,2623456,648153.0399999999
2187,2017,36055,36113,MB,2623456,648153.0399999999
2183,2017,36055,36115,DR,2770460,648153.0399999999
2187,2017,36055,36115,MB,2770460,648153.0399999999
2183,2017,36055,36117,DR,184105548,648153.0399999999
2187,2017,36055,36117,MB,184105548,648153.0399999999
2183,2017,36055,36119,DR,8186992,648153.0399999999
2187,2017,36055,36119,MB,8186992,648153.0399999999
2183,2017,36055,36121,DR,22321992,648153.0399999999
2187,2017,36055,36121,MB,22321992,648153.0399999999
2183,2017,36055,36123,DR,6389020,648153.0399999999
2187,2017,36055,36123,MB,6389020,648153.0399999999
2183,2018,36055,36001,DR,13603524,648153.04
2187,2018,36055,36001,MB,13603524,648153.04
2183,2018,36055,36003,DR,5733156,648153.04
2187,2018,36055,36003,MB,5733156,648153.04
2183,2018,36055,36005,DR,5337376,648153.04
2187,2018,36055,36005,MB,5337376,648153.04
2183,2018,36055,36007,DR,19065288,648153.04
2187,2018,36055,36007,MB,19065288,648153.04
2183,2018,36055,36009,DR,10131968,648153.04
2187,2018,36055,36009,MB,10131968,648153.04
2183,2018,36055,36011,DR,14225464,648153.04
2187,2018,36055,36011,MB,14225464,648153.04
2183,2018,36055,36013,DR,10878296,648153.04
2187,2018,36055,36013,MB,10878296,648153.04
2183,2018,36055,36015,DR,14881328,648153.04
2187,2018,36055,36015,MB,14881328,648153.04
2183,2018,36055,36017,DR,4444044,648153.04
2187,2018,36055,36017,MB,4444044,648153.04
2183,2018,36055,36019,DR,3494172,648153.04
2187,2018,36055,36019,MB,3494172,648153.04
2183,2018,36055,36021,DR,1481348,648153.04
2187,2018,36055,36021,MB,1481348,648153.04
2183,2018,36055,36023,DR,4398812,648153.04
2187,2018,36055,36023,MB,4398812,648153.04
2183,2018,36055,36025,DR,1255188,648153.04
2187,2018,36055,36025,MB,1255188,648153.04
2183,2018,36055,36027,DR,3675100,648153.04
2187,2018,36055,36027,MB,3675100,648153.04
2183,2018,36055,36029,DR,126423440,648153.04
2187,2018,36055,36029,MB,126423440,648153.04
2183,2018,36055,36031,DR,1956284,648153.04
2187,2018,36055,36031,MB,1956284,648153.04
2183,2018,36055,36033,DR,2238984,648153.04
2187,2018,36055,36033,MB,2238984,648153.04
2183,2018,36055,36035,DR,2306832,648153.04
2187,2018,36055,36035,MB,2306832,648153.04
2183,2018,36055,36037,DR,64218132,648153.04
2187,2018,36055,36037,MB,64218132,648153.04
2183,2018,36055,36039,DR,1142108,648153.04
2187,2018,36055,36039,MB,1142108,648153.04
2183,2018,36055,36041,DR,158312,648153.04
2187,2018,36055,36041,MB,158312,648153.04
2183,2018,36055,36043,DR,2860924,648153.04
2187,2018,36055,36043,MB,2860924,648153.04
2183,2018,36055,36045,DR,5246912,648153.04
2187,2018,36055,36045,MB,5246912,648153.04
2183,2018,36055,36047,DR,12585804,648153.04
2187,2018,36055,36047,MB,12585804,648153.04
2183,2018,36055,36049,DR,1221264,648153.04
2187,2018,36055,36049,MB,1221264,648153.04
2183,2018,36055,36051,DR,109721524,648153.04
2187,2018,36055,36051,MB,109721524,648153.04
2183,2018,36055,36053,DR,9159480,648153.04
2187,2018,36055,36053,MB,9159480,648153.04
2183,2018,36055,36057,DR,2159828,648153.04
2187,2018,36055,36057,MB,2159828,648153.04
2183,2018,36055,36059,DR,11760320,648153.04
2187,2018,36055,36059,MB,11760320,648153.04
2183,2018,36055,36061,DR,10844372,648153.04
2187,2018,36055,36061,MB,10844372,648153.04
2183,2018,36055,36063,DR,30034048,648153.04
2187,2018,36055,36063,MB,30034048,648153.04
2183,2018,36055,36065,DR,10663444,648153.04
2187,2018,36055,36065,MB,10663444,648153.04
2183,2018,36055,36067,DR,72405124,648153.04
2187,2018,36055,36067,MB,72405124,648153.04
2183,2018,36055,36069,DR,179152644,648153.04
2187,2018,36055,36069,MB,179152644,648153.04
2183,2018,36055,36071,DR,5258220,648153.04
2187,2018,36055,36071,MB,5258220,648153.04
2183,2018,36055,36073,DR,57535104,648153.04
2187,2018,36055,36073,MB,57535104,648153.04
2183,2018,36055,36075,DR,16882844,648153.04
2187,2018,36055,36075,MB,16882844,648153.04
2183,2018,36055,36077,DR,1650968,648153.04
2187,2018,36055,36077,MB,1650968,648153.04
2183,2018,36055,36079,DR,961180,648153.04
2187,2018,36055,36079,MB,961180,648153.04
2183,2018,36055,36081,DR,9532644,648153.04
2187,2018,36055,36081,MB,9532644,648153.04
2183,2018,36055,36083,DR,6694336,648153.04
2187,2018,36055,36083,MB,6694336,648153.04
2183,2018,36055,36085,DR,1786664,648153.04
2187,2018,36055,36085,MB,1786664,648153.04
2183,2018,36055,36087,DR,2578224,648153.04
2187,2018,36055,36087,MB,2578224,648153.04
2183,2018,36055,36089,DR,5167756,648153.04
2187,2018,36055,36089,MB,5167756,648153.04
2183,2018,36055,36091,DR,9566568,648153.04
2187,2018,36055,36091,MB,9566568,648153.04
2183,2018,36055,36093,DR,6366404,648153.04
2187,2018,36055,36093,MB,6366404,648153.04
2183,2018,36055,36095,DR,701096,648153.04
2187,2018,36055,36095,MB,701096,648153.04
2183,2018,36055,36097,DR,3053160,648153.04
2187,2018,36055,36097,MB,3053160,648153.04
2183,2018,36055,36099,DR,3539404,648153.04
2187,2018,36055,36099,MB,3539404,648153.04
2183,2018,36055,36101,DR,26313716,648153.04
2187,2018,36055,36101,MB,26313716,648153.04
2183,2018,36055,36103,DR,14971792,648153.04
2187,2018,36055,36103,MB,14971792,648153.04
2183,2018,36055,36105,DR,1764048,648153.04
2187,2018,36055,36105,MB,1764048,648153.04
2183,2018,36055,36107,DR,4681512,648153.04
2187,2018,36055,36107,MB,4681512,648153.04
2183,2018,36055,36109,DR,8775008,648153.04
2187,2018,36055,36109,MB,8775008,648153.04
2183,2018,36055,36111,DR,2532992,648153.04
2187,2018,36055,36111,MB,2532992,648153.04
2183,2018,36055,36113,DR,2940080,648153.04
2187,2018,36055,36113,MB,2940080,648153.04
2183,2018,36055,36115,DR,2657380,648153.04
2187,2018,36055,36115,MB,2657380,648153.04
2183,2018,36055,36117,DR,180882768,648153.04
2187,2018,36055,36117,MB,180882768,648153.04
2183,2018,36055,36119,DR,7892984,648153.04
2187,2018,36055,36119,MB,7892984,648153.04
2183,2018,36055,36121,DR,24798444,648153.04
2187,2018,36055,36121,MB,24798444,648153.04
2183,2018,36055,36123,DR,6536024,648153.04
2187,2018,36055,36123,MB,6536024,648153.04
2183,2019,36055,36001,DR,12642344,648153.0399999999
2187,2019,36055,36001,MB,12642344,648153.0399999999
2183,2019,36055,36003,DR,6117628,648153.0399999999
2187,2019,36055,36003,MB,6117628,648153.0399999999
2183,2019,36055,36005,DR,4873748,648153.0399999999
2187,2019,36055,36005,MB,4873748,648153.0399999999
2183,2019,36055,36007,DR,17934488,648153.0399999999
2187,2019,36055,36007,MB,17934488,648153.0399999999
2183,2019,36055,36009,DR,9623108,648153.0399999999
2187,2019,36055,36009,MB,9623108,648153.0399999999
2183,2019,36055,36011,DR,13908840,648153.0399999999
2187,2019,36055,36011,MB,13908840,648153.0399999999
2183,2019,36055,36013,DR,11070532,648153.0399999999
2187,2019,36055,36013,MB,11070532,648153.0399999999
2183,2019,36055,36015,DR,15220568,648153.0399999999
2187,2019,36055,36015,MB,15220568,648153.0399999999
2183,2019,36055,36017,DR,4410120,648153.0399999999
2187,2019,36055,36017,MB,4410120,648153.0399999999
2183,2019,36055,36019,DR,3810796,648153.0399999999
2187,2019,36055,36019,MB,3810796,648153.0399999999
2183,2019,36055,36021,DR,1198648,648153.0399999999
2187,2019,36055,36021,MB,1198648,648153.0399999999
2183,2019,36055,36023,DR,4624972,648153.0399999999
2187,2019,36055,36023,MB,4624972,648153.0399999999
2183,2019,36055,36025,DR,927256,648153.0399999999
2187,2019,36055,36025,MB,927256,648153.0399999999
2183,2019,36055,36027,DR,4387504,648153.0399999999
2187,2019,36055,36027,MB,4387504,648153.0399999999
2183,2019,36055,36029,DR,126412132,648153.0399999999
2187,2019,36055,36029,MB,126412132,648153.0399999999
2183,2019,36055,36031,DR,1911052,648153.0399999999
2187,2019,36055,36031,MB,1911052,648153.0399999999
2183,2019,36055,36033,DR,2103288,648153.0399999999
2187,2019,36055,36033,MB,2103288,648153.0399999999
2183,2019,36055,36035,DR,2510376,648153.0399999999
2187,2019,36055,36035,MB,2510376,648153.0399999999
2183,2019,36055,36037,DR,64681760,648153.0399999999
2187,2019,36055,36037,MB,64681760,648153.0399999999
2183,2019,36055,36039,DR,1221264,648153.0399999999
2187,2019,36055,36039,MB,1221264,648153.0399999999
2183,2019,36055,36041,DR,169620,648153.0399999999
2187,2019,36055,36041,MB,169620,648153.0399999999
2183,2019,36055,36043,DR,2872232,648153.0399999999
2187,2019,36055,36043,MB,2872232,648153.0399999999
2183,2019,36055,36045,DR,4941596,648153.0399999999
2187,2019,36055,36045,MB,4941596,648153.0399999999
2183,2019,36055,36047,DR,11330616,648153.0399999999
2187,2019,36055,36047,MB,11330616,648153.0399999999
2183,2019,36055,36049,DR,1085568,648153.0399999999
2187,2019,36055,36049,MB,1085568,648153.0399999999
2183,2019,36055,36051,DR,107267688,648153.0399999999
2187,2019,36055,36051,MB,107267688,648153.0399999999
2183,2019,36055,36053,DR,8367920,648153.0399999999
2187,2019,36055,36053,MB,8367920,648153.0399999999
2183,2019,36055,36057,DR,2408604,648153.0399999999
2187,2019,36055,36057,MB,2408604,648153.0399999999
2183,2019,36055,36059,DR,11160996,648153.0399999999
2187,2019,36055,36059,MB,11160996,648153.0399999999
2183,2019,36055,36061,DR,7474588,648153.0399999999
2187,2019,36055,36061,MB,7474588,648153.0399999999
2183,2019,36055,36063,DR,29468648,648153.0399999999
2187,2019,36055,36063,MB,29468648,648153.0399999999
2183,2019,36055,36065,DR,10821756,648153.0399999999
2187,2019,36055,36065,MB,10821756,648153.0399999999
2183,2019,36055,36067,DR,72224196,648153.0399999999
2187,2019,36055,36067,MB,72224196,648153.0399999999
2183,2019,36055,36069,DR,178677708,648153.0399999999
2187,2019,36055,36069,MB,178677708,648153.0399999999
2183,2019,36055,36071,DR,5145140,648153.0399999999
2187,2019,36055,36071,MB,5145140,648153.0399999999
2183,2019,36055,36073,DR,57998732,648153.0399999999
2187,2019,36055,36073,MB,57998732,648153.0399999999
2183,2019,36055,36075,DR,17278624,648153.0399999999
2187,2019,36055,36075,MB,17278624,648153.0399999999
2183,2019,36055,36077,DR,1628352,648153.0399999999
2187,2019,36055,36077,MB,1628352,648153.0399999999
2183,2019,36055,36079,DR,1096876,648153.0399999999
2187,2019,36055,36079,MB,1096876,648153.0399999999
2183,2019,36055,36081,DR,10312896,648153.0399999999
2187,2019,36055,36081,MB,10312896,648153.0399999999
2183,2019,36055,36083,DR,6151552,648153.0399999999
2187,2019,36055,36083,MB,6151552,648153.0399999999
2183,2019,36055,36085,DR,1809280,648153.0399999999
2187,2019,36055,36085,MB,1809280,648153.0399999999
2183,2019,36055,36087,DR,2781768,648153.0399999999
2187,2019,36055,36087,MB,2781768,648153.0399999999
2183,2019,36055,36089,DR,5269528,648153.0399999999
2187,2019,36055,36089,MB,5269528,648153.0399999999
2183,2019,36055,36091,DR,9125556,648153.0399999999
2187,2019,36055,36091,MB,9125556,648153.0399999999
2183,2019,36055,36093,DR,6366404,648153.0399999999
2187,2019,36055,36093,MB,6366404,648153.0399999999
2183,2019,36055,36095,DR,701096,648153.0399999999
2187,2019,36055,36095,MB,701096,648153.0399999999
2183,2019,36055,36097,DR,2883540,648153.0399999999
2187,2019,36055,36097,MB,2883540,648153.0399999999
2183,2019,36055,36099,DR,3562020,648153.0399999999
2187,2019,36055,36099,MB,3562020,648153.0399999999
2183,2019,36055,36101,DR,25431692,648153.0399999999
2187,2019,36055,36101,MB,25431692,648153.0399999999
2183,2019,36055,36103,DR,13727912,648153.0399999999
2187,2019,36055,36103,MB,13727912,648153.0399999999
2183,2019,36055,36105,DR,1820588,648153.0399999999
2187,2019,36055,36105,MB,1820588,648153.0399999999
2183,2019,36055,36107,DR,4387504,648153.0399999999
2187,2019,36055,36107,MB,4387504,648153.0399999999
2183,2019,36055,36109,DR,9306484,648153.0399999999
2187,2019,36055,36109,MB,9306484,648153.0399999999
2183,2019,36055,36111,DR,2646072,648153.0399999999
2187,2019,36055,36111,MB,2646072,648153.0399999999
2183,2019,36055,36113,DR,2940080,648153.0399999999
2187,2019,36055,36113,MB,2940080,648153.0399999999
2183,2019,36055,36115,DR,2940080,648153.0399999999
2187,2019,36055,36115,MB,2940080,648153.0399999999
2183,2019,36055,36117,DR,179491884,648153.0399999999
2187,2019,36055,36117,MB,179491884,648153.0399999999
2183,2019,36055,36119,DR,8164376,648153.0399999999
2187,2019,36055,36119,MB,8164376,648153.0399999999
2183,2019,36055,36121,DR,24357432,648153.0399999999
2187,2019,36055,36121,MB,24357432,648153.0399999999
2183,2019,36055,36123,DR,6377712,648153.0399999999
2187,2019,36055,36123,MB,6377712,648153.0399999999
